viewDate,areaMunKm,areaUcKm,uc,uf,municipio,geocod,className
10/08/2024,0.08,0,,PA,Altamira,1500602,DESMATAMENTO_CR
15/10/2024,0.09,0,,RR,Alto Alegre,1400050,DESMATAMENTO_CR
10/08/2024,0.26,0,,PA,Ipixuna do Para,1503457,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,Anapu,1500859,DESMATAMENTO_CR
11/09/2024,0.08,0.08,FLORESTA NACIONAL DE ALTAMIRA,PA,Altamira,1500602,DESMATAMENTO_CR
05/11/2024,0.07,0,,PA,Anapu,1500859,DESMATAMENTO_CR
05/11/2024,0.36,0,,PA,Porto de Moz,1505908,DESMATAMENTO_CR
22/09/2024,0.08,0.08,RESERVA EXTRATIVISTA CHICO MENDES,AC,Xapuri,1200708,DESMATAMENTO_CR
11/10/2024,0.07,0,,PA,Senador Jose Porfirio,1507805,DESMATAMENTO_CR
09/08/2024,0.23,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
09/08/2024,0.08,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
05/11/2024,0.12,0,,PA,Anapu,1500859,DESMATAMENTO_CR
09/08/2024,0.13,0,,MT,Cotriguaçu,5103379,DESMATAMENTO_CR
05/11/2024,0.74,0,,PA,Anapu,1500859,DESMATAMENTO_CR
05/11/2024,0.13,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
09/08/2024,0.16,0,,MT,Cotriguaçu,5103379,DESMATAMENTO_CR
11/09/2024,0.07,0.07,FLORESTA NACIONAL DE SARACÁ-TAQUERA,PA,Oriximina,1505304,DESMATAMENTO_CR
14/10/2024,0.08,0,,PA,Sao Caetano de Odivelas,1507102,DESMATAMENTO_CR
05/11/2024,0.07,0,,PA,Porto de Moz,1505908,DESMATAMENTO_CR
09/08/2024,0.07,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,0.09,0,,RR,Caroebe,1400233,DESMATAMENTO_CR
09/08/2024,0.08,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,0.07,0,,AM,Rio Preto da Eva,1303569,DESMATAMENTO_CR
09/08/2024,0.07,0,,AM,Rio Preto da Eva,1303569,DESMATAMENTO_CR
09/08/2024,0.48,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
09/08/2024,0.55,0,,AM,Manacapuru,1302504,DESMATAMENTO_CR
09/08/2024,0.13,0,,RO,Cujubim,1100940,DESMATAMENTO_CR
09/08/2024,0.37,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
09/08/2024,0.06,0,,PA,Oriximina,1505304,DESMATAMENTO_CR
09/08/2024,0.1,0,,PA,Juruti,1503903,DESMATAMENTO_CR
05/11/2024,0.28,0,,PA,Brasil Novo,1501725,DESMATAMENTO_CR
11/09/2024,0.11,0.11,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,DESMATAMENTO_CR
05/11/2024,0.07,0,,PA,Brasil Novo,1501725,DESMATAMENTO_CR
14/10/2024,0.09,0,,PA,Sao Caetano de Odivelas,1507102,DESMATAMENTO_CR
09/08/2024,0.52,0,,AM,Manacapuru,1302504,DESMATAMENTO_CR
09/08/2024,0.14,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
14/10/2024,0.11,0,,PA,Sao Caetano de Odivelas,1507102,DESMATAMENTO_CR
09/08/2024,0.13,0,,AM,Manacapuru,1302504,DESMATAMENTO_CR
09/08/2024,0.11,0,,AM,Manacapuru,1302504,DESMATAMENTO_CR
05/11/2024,0.13,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
09/08/2024,0.11,0,,MT,Colniza,5103254,DESMATAMENTO_CR
05/11/2024,0.08,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
05/11/2024,0.16,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
05/11/2024,0.18,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
05/11/2024,0.15,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
09/08/2024,0.11,0,,AM,Iranduba,1301852,DESMATAMENTO_CR
09/08/2024,0.13,0,,AM,Itacoatiara,1301902,DESMATAMENTO_CR
09/08/2024,0.11,0,,MT,Nova Bandeirantes,5106158,DESMATAMENTO_CR
09/08/2024,0.11,0,,AM,Autazes,1300300,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,Prainha,1506005,DESMATAMENTO_CR
14/10/2024,0.07,0,,PA,Sao Caetano de Odivelas,1507102,DESMATAMENTO_CR
14/10/2024,0.1,0,,PA,Vigia,1508209,DESMATAMENTO_CR
09/08/2024,0.34,0,,AM,Maues,1302900,DESMATAMENTO_CR
09/08/2024,0.3,0,,AM,Maues,1302900,DESMATAMENTO_CR
09/08/2024,0.15,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,0.08,0,,MT,Colniza,5103254,DESMATAMENTO_CR
05/11/2024,0.07,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
09/08/2024,0.11,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,0.08,0,,RO,Cujubim,1100940,DESMATAMENTO_CR
09/08/2024,0.07,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,0.17,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,2.79,0,,AM,Manicore,1302702,DESMATAMENTO_CR
09/08/2024,0.29,0,,AM,Manicore,1302702,DESMATAMENTO_CR
09/08/2024,0.15,0,,AM,Manicore,1302702,DESMATAMENTO_CR
05/11/2024,0.07,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
09/08/2024,0.08,0,,AM,Manicore,1302702,DESMATAMENTO_CR
05/11/2024,0.1,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/08/2024,0.2,0,,AM,Novo Aripuana,1303304,DESMATAMENTO_CR
22/09/2024,0.07,0.07,RESERVA EXTRATIVISTA CHICO MENDES,AC,Xapuri,1200708,DESMATAMENTO_CR
05/11/2024,0.13,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/08/2024,0.09,0,,RO,Cujubim,1100940,DESMATAMENTO_CR
09/08/2024,0.08,0,,AM,Manaquiri,1302553,DESMATAMENTO_CR
09/08/2024,0.07,0,,AM,Novo Aripuana,1303304,DESMATAMENTO_CR
09/08/2024,0.11,0,,AM,Novo Aripuana,1303304,DESMATAMENTO_CR
14/10/2024,0.08,0,,PA,Barcarena,1501303,DESMATAMENTO_CR
06/05/2025,1.42,0,,RO,Porto Velho,1100205,DESMATAMENTO_CR
09/08/2024,0.09,0,,MT,Colniza,5103254,DESMATAMENTO_CR
04/11/2024,0.14,0,,AM,Labrea,1302405,DESMATAMENTO_CR
09/08/2024,0.58,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,0.07,0,,MT,Colniza,5103254,DESMATAMENTO_CR
09/08/2024,0.08,0,,MT,Colniza,5103254,DESMATAMENTO_CR
08/08/2024,0.06,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
08/08/2024,0.12,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.09,0,,MA,Centro Novo do Maranhao,2103174,DESMATAMENTO_CR
08/08/2024,0.09,0,,MA,Centro Novo do Maranhao,2103174,DESMATAMENTO_CR
11/09/2024,0.1,0.1,PARQUE NACIONAL DO JAMANXIM,PA,Itaituba,1503606,DESMATAMENTO_CR
05/11/2024,0.3,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.07,0,,MA,Santa Luzia,2110005,DESMATAMENTO_CR
08/08/2024,0.1,0,,MA,Santa Luzia,2110005,DESMATAMENTO_CR
08/08/2024,0.09,0,,MA,Santa Luzia,2110005,DESMATAMENTO_CR
08/08/2024,0.13,0,,MA,Santa Luzia,2110005,DESMATAMENTO_CR
08/08/2024,0.1,0,,MA,Santa Luzia,2110005,DESMATAMENTO_CR
08/08/2024,0.07,0,,MA,Maraja do Sena,2106359,DESMATAMENTO_CR
08/08/2024,0.27,0,,MA,Santa Luzia,2110005,DESMATAMENTO_CR
05/11/2024,0.11,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.18,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.07,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.2,0,,MA,Santa Luzia,2110005,DESMATAMENTO_CR
08/08/2024,0.1,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.09,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.15,0,,MA,Maraja do Sena,2106359,DESMATAMENTO_CR
22/09/2024,0.1,0.1,RESERVA EXTRATIVISTA CHICO MENDES,AC,Rio Branco,1200401,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.11,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.09,0,,MA,Arame,2100956,DESMATAMENTO_CR
05/11/2024,0.23,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.19,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.08,0,,MA,Buriticupu,2102325,DESMATAMENTO_CR
08/08/2024,0.11,0,,MA,Bom Jardim,2102002,DESMATAMENTO_CR
05/11/2024,0.1,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.25,0,,MA,Bom Jardim,2102002,DESMATAMENTO_CR
08/08/2024,0.15,0,,MA,Buriticupu,2102325,DESMATAMENTO_CR
08/08/2024,0.08,0,,MA,Arame,2100956,DESMATAMENTO_CR
08/08/2024,0.17,0,,MA,Buriticupu,2102325,DESMATAMENTO_CR
08/08/2024,0.12,0,,MA,Buriticupu,2102325,DESMATAMENTO_CR
08/08/2024,0.13,0,,MA,Bom Jesus das Selvas,2102036,DESMATAMENTO_CR
08/08/2024,0.08,0,,MA,Bom Jesus das Selvas,2102036,DESMATAMENTO_CR
11/09/2024,0.07,0.07,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,DESMATAMENTO_CR
05/11/2024,0.06,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
04/11/2024,0.1,0,,AM,Labrea,1302405,DESMATAMENTO_CR
08/08/2024,0.09,0,,PA,Paragominas,1505502,DESMATAMENTO_CR
08/08/2024,0.28,0,,PA,Paragominas,1505502,DESMATAMENTO_CR
22/09/2024,0.07,0.07,RESERVA EXTRATIVISTA CHICO MENDES,AC,Xapuri,1200708,DESMATAMENTO_CR
14/10/2024,0.07,0,,PA,Cachoeira do Piria,1501956,DESMATAMENTO_CR
22/09/2024,0.07,0.07,RESERVA EXTRATIVISTA CHICO MENDES,AC,Brasileia,1200104,DESMATAMENTO_CR
08/08/2024,0.07,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
08/08/2024,0.06,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
05/11/2024,0.13,0,,PA,Prainha,1506005,DESMATAMENTO_CR
05/11/2024,0.08,0,,PA,Prainha,1506005,DESMATAMENTO_CR
14/10/2024,0.14,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
05/11/2024,0.15,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.13,0,,PA,Acara,1500206,DESMATAMENTO_CR
08/08/2024,0.09,0,,PA,Acara,1500206,DESMATAMENTO_CR
08/08/2024,0.09,0,,PA,Ipixuna do Para,1503457,DESMATAMENTO_CR
08/08/2024,0.11,0,,PA,Tome-Açu,1508001,DESMATAMENTO_CR
05/11/2024,0.06,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.11,0,,PA,Tome-Açu,1508001,DESMATAMENTO_CR
08/08/2024,0.12,0,,PA,Ipixuna do Para,1503457,DESMATAMENTO_CR
08/08/2024,0.12,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
08/08/2024,0.06,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
08/08/2024,0.09,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
08/08/2024,0.06,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
05/11/2024,0.08,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
08/08/2024,0.08,0,,PA,Ipixuna do Para,1503457,DESMATAMENTO_CR
05/11/2024,0.11,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
08/08/2024,0.1,0,,PA,Ipixuna do Para,1503457,DESMATAMENTO_CR
08/08/2024,0.08,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.15,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.45,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.16,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.92,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.09,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
12/09/2024,0.08,0.08,PARQUE NACIONAL DA SERRA DO DIVISOR,AC,Porto Walter,1200393,DESMATAMENTO_CR
08/08/2024,0.16,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.07,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.07,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
08/08/2024,0.08,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
06/05/2025,0.11,0,,RO,Nova Mamore,1100338,DESMATAMENTO_CR
05/11/2024,0.11,0,,PA,Prainha,1506005,DESMATAMENTO_CR
05/11/2024,0.08,0,,PA,Prainha,1506005,DESMATAMENTO_CR
05/11/2024,0.12,0,,PA,Prainha,1506005,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,Prainha,1506005,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,Prainha,1506005,DESMATAMENTO_CR
05/11/2024,0.2,0,,PA,Prainha,1506005,DESMATAMENTO_CR
08/08/2024,0.07,0,,PA,Bom Jesus do Tocantins,1501576,DESMATAMENTO_CR
08/08/2024,0.1,0,,PA,Bom Jesus do Tocantins,1501576,DESMATAMENTO_CR
08/08/2024,0.06,0,,PA,Maraba,1504208,DESMATAMENTO_CR
05/11/2024,0.08,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
08/08/2024,0.12,0,,PA,Maraba,1504208,DESMATAMENTO_CR
05/11/2024,0.08,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
09/09/2024,0.09,0.09,FLORESTA NACIONAL DO ITACAIUNAS,PA,Maraba,1504208,DESMATAMENTO_CR
05/11/2024,0.15,0,,PA,Santarem,1506807,DESMATAMENTO_CR
14/10/2024,0.07,0,,PA,Cachoeira do Piria,1501956,DESMATAMENTO_CR
05/11/2024,0.22,0,,PA,Prainha,1506005,DESMATAMENTO_CR
05/11/2024,0.1,0,,PA,Santarem,1506807,DESMATAMENTO_CR
08/08/2024,0.09,0,,AC,Santa Rosa do Purus,1200435,DESMATAMENTO_CR
08/08/2024,0.15,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
05/11/2024,0.13,0,,PA,Santarem,1506807,DESMATAMENTO_CR
14/10/2024,0.15,0,,PA,Acara,1500206,DESMATAMENTO_CR
08/08/2024,0.19,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
05/11/2024,0.1,0,,PA,Uruara,1508159,DESMATAMENTO_CR
05/11/2024,0.17,0,,PA,Santarem,1506807,DESMATAMENTO_CR
08/08/2024,0.17,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
08/08/2024,0.09,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
08/08/2024,0.1,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
06/09/2024,0.13,0.13,RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO,PA,Altamira,1500602,DESMATAMENTO_CR
14/10/2024,0.16,0,,PA,Nova Esperança do Piria,1504950,DESMATAMENTO_CR
08/08/2024,0.21,0,,PA,Santa Maria das Barreiras,1506583,DESMATAMENTO_CR
08/08/2024,0.08,0,,PA,Santa Maria das Barreiras,1506583,DESMATAMENTO_CR
08/08/2024,0.1,0,,PA,Santa Maria das Barreiras,1506583,DESMATAMENTO_CR
05/11/2024,0.1,0,,PA,obidos,1505106,DESMATAMENTO_CR
05/11/2024,0.08,0,,PA,obidos,1505106,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,obidos,1505106,DESMATAMENTO_CR
14/10/2024,0.13,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
08/08/2024,0.08,0,,AC,Sena Madureira,1200500,DESMATAMENTO_CR
08/08/2024,0.12,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
08/08/2024,0.09,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
08/08/2024,0.08,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
08/08/2024,0.18,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
08/08/2024,0.07,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
05/11/2024,0.07,0,,PA,obidos,1505106,DESMATAMENTO_CR
05/11/2024,0.12,0,,PA,Alenquer,1500404,DESMATAMENTO_CR
08/08/2024,0.28,0,,AC,Sena Madureira,1200500,DESMATAMENTO_CR
05/11/2024,0.09,0,,PA,Curua,1502855,DESMATAMENTO_CR
05/11/2024,0.14,0,,PA,Alenquer,1500404,DESMATAMENTO_CR
08/08/2024,0.15,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.17,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
08/08/2024,0.13,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
05/11/2024,0.17,0,,PA,obidos,1505106,DESMATAMENTO_CR
05/11/2024,0.07,0,,PA,obidos,1505106,DESMATAMENTO_CR
08/08/2024,0.08,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
08/08/2024,0.09,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Bujari,1200138,DESMATAMENTO_CR
08/08/2024,0.11,0,,AC,Bujari,1200138,DESMATAMENTO_CR
08/08/2024,0.16,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.09,0,,AC,Bujari,1200138,DESMATAMENTO_CR
08/08/2024,0.13,0,,AC,Bujari,1200138,DESMATAMENTO_CR
08/08/2024,0.13,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
08/08/2024,0.1,0,,AC,Sena Madureira,1200500,DESMATAMENTO_CR
08/08/2024,0.09,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
08/08/2024,0.11,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
08/08/2024,0.11,0,,AM,Envira,1301506,DESMATAMENTO_CR
08/08/2024,0.1,0,,AM,Envira,1301506,DESMATAMENTO_CR
08/08/2024,0.07,0,,AM,Envira,1301506,DESMATAMENTO_CR
08/08/2024,0.11,0,,AM,Envira,1301506,DESMATAMENTO_CR
08/08/2024,0.18,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
08/08/2024,0.08,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Feijo,1200302,DESMATAMENTO_CR
05/11/2024,0.13,0,,PA,Alenquer,1500404,DESMATAMENTO_CR
08/08/2024,0.15,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
05/11/2024,0.13,0,,PA,Curua,1502855,DESMATAMENTO_CR
08/08/2024,0.09,0,,AM,Benjamin Constant,1300607,DESMATAMENTO_CR
04/11/2024,0.09,0,,RR,Amajari,1400027,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
08/08/2024,0.09,0,,AC,Santa Rosa do Purus,1200435,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Feijo,1200302,DESMATAMENTO_CR
04/11/2024,0.34,0,,RR,Amajari,1400027,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
04/11/2024,0.08,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
14/10/2024,0.07,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
05/11/2024,0.15,0,,PA,obidos,1505106,DESMATAMENTO_CR
05/11/2024,0.14,0,,PA,obidos,1505106,DESMATAMENTO_CR
14/10/2024,0.1,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.09,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.08,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.06,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.06,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
11/09/2024,0.07,0.07,FLORESTA NACIONAL DO TRAIRÃO,PA,Trairao,1508050,DESMATAMENTO_CR
14/10/2024,0.09,0,,PA,Cachoeira do Piria,1501956,DESMATAMENTO_CR
14/10/2024,0.07,0,,PA,Cachoeira do Piria,1501956,DESMATAMENTO_CR
08/08/2024,0.1,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.09,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.06,0,,AC,Feijo,1200302,DESMATAMENTO_CR
06/09/2024,0.08,0.08,ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
08/08/2024,0.08,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.07,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.06,0,,AC,Feijo,1200302,DESMATAMENTO_CR
08/08/2024,0.19,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.08,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.08,0,,AC,Cruzeiro do Sul,1200203,DESMATAMENTO_CR
14/10/2024,0.08,0,,PA,Cachoeira do Piria,1501956,DESMATAMENTO_CR
08/08/2024,0.34,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
08/08/2024,0.1,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
14/10/2024,0.07,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
08/08/2024,0.1,0,,AC,Mancio Lima,1200336,DESMATAMENTO_CR
08/08/2024,0.14,0,,AC,Tarauaca,1200609,DESMATAMENTO_CR
14/10/2024,0.15,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
11/10/2024,0.1,0,,PA,Senador Jose Porfirio,1507805,DESMATAMENTO_CR
07/08/2024,0.09,0,,AM,Rio Preto da Eva,1303569,DESMATAMENTO_CR
07/08/2024,0.2,0,,AM,Coari,1301209,DESMATAMENTO_CR
14/10/2024,0.09,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
07/08/2024,0.07,0,,AM,Iranduba,1301852,DESMATAMENTO_CR
07/08/2024,0.07,0,,AM,Iranduba,1301852,DESMATAMENTO_CR
07/08/2024,0.11,0,,AM,Manacapuru,1302504,DESMATAMENTO_CR
14/10/2024,0.12,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
07/08/2024,0.08,0,,AM,Iranduba,1301852,DESMATAMENTO_CR
07/08/2024,0.08,0,,AM,Canutama,1300904,DESMATAMENTO_CR
14/10/2024,0.1,0,,PA,Viseu,1508308,DESMATAMENTO_CR
14/10/2024,0.14,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
07/08/2024,0.12,0,,AM,Coari,1301209,DESMATAMENTO_CR
11/10/2024,0.06,0,,PA,Senador Jose Porfirio,1507805,DESMATAMENTO_CR
07/08/2024,0.1,0,,AM,Humaita,1301704,DESMATAMENTO_CR
07/08/2024,0.15,0,,AM,Humaita,1301704,DESMATAMENTO_CR
07/08/2024,0.14,0,,AM,Humaita,1301704,DESMATAMENTO_CR
07/08/2024,0.08,0,,AM,Humaita,1301704,DESMATAMENTO_CR
14/10/2024,0.27,0,,PA,Cachoeira do Piria,1501956,DESMATAMENTO_CR
07/08/2024,0.09,0,,AM,Humaita,1301704,DESMATAMENTO_CR
07/08/2024,0.07,0,,AM,Humaita,1301704,DESMATAMENTO_CR
14/10/2024,0.13,0,,PA,Viseu,1508308,DESMATAMENTO_CR
14/10/2024,0.33,0,,PA,Viseu,1508308,DESMATAMENTO_CR
07/08/2024,0.08,0,,AM,Coari,1301209,DESMATAMENTO_CR
14/10/2024,0.15,0,,PA,Viseu,1508308,DESMATAMENTO_CR
14/10/2024,0.16,0,,PA,Cachoeira do Piria,1501956,DESMATAMENTO_CR
07/08/2024,0.11,0,,AM,Canutama,1300904,DESMATAMENTO_CR
07/08/2024,0.07,0,,AM,Tefe,1304203,DESMATAMENTO_CR
07/08/2024,0.21,0,,AM,Labrea,1302405,DESMATAMENTO_CR
07/08/2024,0.06,0,,MT,Nova Lacerda,5106182,DESMATAMENTO_CR
01/09/2024,0.12,0.12,FLORESTA NACIONAL DE CAXIUANÂ,PA,Portel,1505809,DESMATAMENTO_CR
01/09/2024,0.08,0.08,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,PA,Porto de Moz,1505908,DESMATAMENTO_CR
01/09/2024,0.12,0.12,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,PA,Porto de Moz,1505908,DESMATAMENTO_CR
01/09/2024,0.07,0.07,RESERVA EXTRATIVISTA RENASCER,PA,Prainha,1506005,DESMATAMENTO_CR
14/10/2024,0.1,0,,PA,Ipixuna do Para,1503457,DESMATAMENTO_CR
07/08/2024,0.1,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
14/10/2024,0.06,0,,PA,Paragominas,1505502,DESMATAMENTO_CR
14/10/2024,0.08,0,,PA,Paragominas,1505502,DESMATAMENTO_CR
07/08/2024,0.08,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
07/08/2024,0.1,0,,PA,Almeirim,1500503,DESMATAMENTO_CR
03/11/2024,0.32,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
03/11/2024,0.81,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
14/10/2024,0.08,0,,PA,Paragominas,1505502,DESMATAMENTO_CR
07/08/2024,0.07,0,,PA,Alenquer,1500404,DESMATAMENTO_CR
07/08/2024,0.09,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
07/08/2024,0.09,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
07/08/2024,0.21,0,,PA,Uruara,1508159,DESMATAMENTO_CR
07/08/2024,0.12,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
07/08/2024,0.19,0,,PA,Prainha,1506005,DESMATAMENTO_CR
03/11/2024,0.28,0,,MT,Nova Ubirata,5106240,DESMATAMENTO_CR
07/08/2024,0.08,0,,PA,Santarem,1506807,DESMATAMENTO_CR
03/11/2024,3.61,0,,MT,Paranatinga,5106307,DESMATAMENTO_CR
14/10/2024,0.23,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
10/10/2024,0.23,0,,AM,Labrea,1302405,DESMATAMENTO_CR
06/09/2024,0.07,0.07,PARQUE NACIONAL DO JAMANXIM,PA,Itaituba,1503606,DESMATAMENTO_CR
14/10/2024,0.11,0,,PA,Capitao Poço,1502301,DESMATAMENTO_CR
